Ticker;Nome;Setor;Adm;Cotacao;MM200Delta;Vol;DY12m;P_VP;VALOR_EM_CAIXA;PB_Anos
KNSC11;Kinea Securities;Papeis;INTRAG DTVM;104,88;NA;0,2;3,54;1,1;4,50;28,2
DEVA11;Devant Recebíveis Imobiliários;Papeis;VORTX DISTRIBUIDORA;118,15;NA;0,2;7,14;1,2;36,87;14,0
RRCI11;RB Capital Recebíveis Imobiliários;Papeis;BRL TRUST;91,5;NA;0,0;1,84;1,0;11,23;54,3
HREC11;Hedge Recebíveis Imobiliários;Papeis;HEDGE INVESTMENTS;103,5;NA;0,0;3,7;1,0;0,27;27,0
RZAK11;RIZA AKIN;Papeis;BTG PACTUAL;97,73;NA;0,1;0,52;1,0;18,75;192,3
FLCR11;Faria Lima Capital Recebíveis Imobiliários I;Papeis;BRL TRUST;103,5;NA;0,0;0,87;1,0;31,43;114,9
ABCP11;Grand Plaza Shopping;Shoppings;RIO BRAVO;78,95;100,6;0,0;3,56;0,9;1,21;28,1
FVPQ11;Via Parque;Shoppings;RIO BRAVO;136,1;91,0;0,0;2,36;0,7;1,57;42,4
HGBS11;Hedge Brasil Shopping;Shoppings;HEDGE INVESTMENTS;199,11;96,4;0,3;3,02;0,9;1,84;33,1
PQDP11;Parque Dom Pedro Shopping Center;Shoppings;BTG PACTUAL;2750;93,5;0,1;2,7;0,8;1,34;37,0
RBGS11;RB Capital General Shopping Sulacap;Shoppings;OLIVEIRA TRUST;39,7;102,7;0,0;2,93;0,4;0,58;34,1
SCPF11;SCP;Shoppings;BR-CAPITAL DTVM;9,05;99,3;0,0;2,6;0,7;2,07;38,5
SHPH11;Shopping Pátio Higienópolis;Shoppings;RIO BRAVO;829,49;98,2;0,0;2,98;1,0;0,47;33,6
FIGS11;General Shopping Ativo e Renda;Shoppings;HEDGE INVESTMENTS;60,7;98,3;0,0;3,09;0,7;4,83;32,4
FIVN11;Vida Nova;Shoppings;OLIVEIRA TRUST;3,37;76,1;0,0;0;0,5;0,02;Inf
FLRP11;Floripa Shopping;Shoppings;BTG PACTUAL;1300;99,2;0,0;4,02;0,8;2,39;24,9
JRDM11;Shopping Jardim Sul;Shoppings;BTG PACTUAL;68;93,3;0,0;1,57;0,8;2,90;63,7
VISC11;Vinci Shopping Centers;Shoppings;BRL TRUST;107,16;99,2;0,3;3,77;0,9;0,75;26,5
MALL11;MALLS BRASIL PLURAL;Shoppings;GENIAL INVESTIMENTOS;94,5;102,9;0,2;4,73;0,9;4,57;21,1
XPML11;XP Malls;Shoppings;BTG PACTUAL;104,49;98,1;0,5;3,14;0,9;3,27;31,8
WPLZ11;West Plaza;Shoppings;HEDGE INVESTMENTS;64,3;85,6;0,0;1,01;0,6;1,24;99,0
ATSA11;Hedge Atrium Shopping Santo André;Shoppings;HEDGE INVESTMENTS;112,91;98,1;0,0;0;1,1;1,76;Inf
HMOC11;Hedge Shopping Praça da Moça;Shoppings;HEDGE INVESTMENTS;143,73;104,5;0,0;149,05;0,3;0,67;0,7
VSHO11;Votorantim Shopping;Shoppings;VOTORANTIM ASSET;70,55;85,0;0,0;1,07;0,7;2,53;93,5
GSFI11;General Shopping e Outlets;Shoppings;PLANNER TRUSTEE;3,46;116,6;0,0;0;0,3;0,00;Inf
HSML11;HSI Malls;Shoppings;SANTANDER SECURITIES;86,3;96,5;0,3;4,58;0,9;2,15;21,8
BPML11;BTG Pactual Shoppings;Shoppings;BTG PACTUAL;86;89,4;0,0;1,26;0,6;6,20;79,4
HPDP11;Hedge Shopping Parque Dom Pedro;Shoppings;HEDGE INVESTMENTS;80,99;94,4;0,0;2,75;0,8;1,52;36,4
LASC11;Legatus Shoppings;Shoppings;VORTX DISTRIBUIDORA;96;NA;0,0;3,82;0,9;16,34;26,2
MORE11;More Real Estate FOF;Shoppings;BTG PACTUAL;97;NA;0,0;8,23;1,0;38,19;12,2
RBRD11;RB Capital Renda II;Varejo;VOTORANTIM ASSET;60,34;85,0;0,0;35,12;0,9;4,12;2,8
BVAR11;Brasil Varejo;Varejo;RIO BRAVO;100,01;NA;0,0;0;NA;0,73;Inf
MAXR11;Max Retail;Varejo;BTG PACTUAL;1830;98,6;0,0;7,32;0,8;1,43;13,7
